"","Column","activity_nr","X.x","reporting_id","state_flag","estab_name","site_address","site_city","site_state","site_zip","owner_type","owner_code","adv_notice","safety_hlth","sic_code","naics_code","insp_type","insp_scope","why_no_insp","union_status","safety_manuf","safety_const","safety_marit","health_manuf","health_const","health_marit","migrant","mail_street","mail_city","mail_state","mail_zip","host_est_key","nr_in_estab","open_date","case_mod_date","close_conf_date","close_case_date","ld_dt","year","X.y","citation_id","delete_flag","standard","viol_type","issuance_date","abate_date","abate_complete","current_penalty","initial_penalty","contest_date","final_order_date","nr_instances","nr_exposed","rec","gravity","emphasis","hazcat","fta_insp_nr","fta_issuance_date","fta_penalty","fta_contest_date","fta_final_order_date","hazsub1","hazsub2","hazsub3","hazsub4","hazsub5","load_dt"
"183",394,310825245,120,950625,NA,"CA PRISON INDUSTRY AUTHORITY","1 KINGS WAY","AVENAL","CA",93204,"C",0,"N","H",9223,922140,"B","B","","N","","",NA,"","","",NA,"P O BOX 8","AVENAL","CA",93204,"N068    000021972",100,"2008-03-27","2011-03-18","2008-08-20","2011-03-18","2011-10-14 16:38:47 EDT",2011,12278897,"01002","X","5143 A05","O","2008-08-28","2008-09-30","X",NA,280,"2008-09-15","2011-01-25",1,100,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"184",435,311074322,126,950622,NA,"CA DEPT. OF CORRECTION & REHABILITATION","1840 CAPITOL STREET","VALLEJO","CA",94590,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N067    000023577",5000,"2009-08-17","2010-06-10","2010-01-07","2010-06-07","2011-10-14 16:38:47 EDT",2010,12339313,"01001","","5144 C01","O","2010-01-11","2010-02-04","X",1000,1000,"","",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"185",436,311074942,127,950622,NA,"CA DEPARTMENT OF CORRECTIONS (CMF)","1600 CALIFORNIA DRIVE","VACAVILLE","CA",95696,"C",0,"N","S",9223,922140,"B","B","","Y","X","",NA,"","","",NA,"P. O. BOX 2000","VACAVILLE","CA",95696,"N067    000016764",600,"2009-11-10","2013-06-17","2010-03-22","2010-03-23","2013-06-19 02:05:27 EDT",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",437,311075717,128,950622,NA,"CA DEPT. OF CORRECTIONS & REHAB. CSP-SOLANO","2100 PEABODY ROAD","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"A","B","","Y","","",NA,"","","",NA,"P. O. BOX 4000","VACAVILLE","CA",95696,"N067    000023838",41,"2010-02-16","2013-05-28","2010-06-01","2012-01-09","2013-05-30 02:10:14 EDT",2012,12339523,"02001","","5143 A05","O","2010-06-01","2010-07-04","X",NA,NA,"","",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-05-30 02:10:16 EDT"
"187",438,311075717,128,950622,NA,"CA DEPT. OF CORRECTIONS & REHAB. CSP-SOLANO","2100 PEABODY ROAD","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"A","B","","Y","","",NA,"","","",NA,"P. O. BOX 4000","VACAVILLE","CA",95696,"N067    000023838",41,"2010-02-16","2013-05-28","2010-06-01","2012-01-09","2013-05-30 02:10:14 EDT",2012,12339521,"01001","","5143 A01","O","2010-06-01","2010-06-04","I",525,850,"2010-06-21","2011-09-29",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-05-30 02:10:16 EDT"
"188",439,311075717,128,950622,NA,"CA DEPT. OF CORRECTIONS & REHAB. CSP-SOLANO","2100 PEABODY ROAD","VACAVILLE","CA",95696,"C",0,"N","H",9223,922140,"A","B","","Y","","",NA,"","","",NA,"P. O. BOX 4000","VACAVILLE","CA",95696,"N067    000023838",41,"2010-02-16","2013-05-28","2010-06-01","2012-01-09","2013-05-30 02:10:14 EDT",2012,12339522,"01002","","5153 B01","O","2010-06-01","2010-06-04","I",NA,850,"2010-06-21","2011-09-29",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-05-30 02:10:16 EDT"
"189",440,311076079,129,950622,NA,"CA DEPARTMENT OF CORRECTIONS AND REHABILITATION","2100 PEABODY ROAD","VACAVILLE","CA",95687,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 4000","VACAVILLE","CA",95696,"N067    000016227",1001,"2010-03-03","2013-05-14","2010-04-05","2011-10-05","2013-05-16 02:04:25 EDT",2011,12339542,"01001","","5110 B03","O","2010-04-08","2010-04-08","X",1060,1060,"","",1,5,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-05-16 02:04:27 EDT"
"190",560,312430754,182,950643,NA,"COUNTY OF LOS ANGELES PROBATION DEPARTMENT","16350 FILBERT ST.","SYLMAR","CA",91342,"A",NA,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"9150 E. IMPERIAL HWY.","DOWNEY","CA",90242,"N078    000036042",1000,"2009-01-29","2018-02-02","2009-02-02","2017-04-25","2018-02-06 18:35:17 EST",2017,2261286,"01002","","    5155 E01","O","2009-06-17","2009-07-20","X",560,560,"","",1,50,"",1,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2018-02-06 18:35:25 EST"
"191",561,312430754,182,950643,NA,"COUNTY OF LOS ANGELES PROBATION DEPARTMENT","16350 FILBERT ST.","SYLMAR","CA",91342,"A",NA,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"9150 E. IMPERIAL HWY.","DOWNEY","CA",90242,"N078    000036042",1000,"2009-01-29","2018-02-02","2009-02-02","2017-04-25","2018-02-06 18:35:17 EST",2017,2261287,"01001","","    3203 A","O","2009-06-17","2009-07-20","X",185,185,"","",2,1000,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2018-02-06 18:35:25 EST"
"192",562,312431588,183,950643,NA,"VENTURA COUNTY SHERIFF'S DEPARTMENT","425 DURLEY AVE.","CAMARILLO","CA",93010,"B",0,"N","H",9223,922140,"A","B","","Y","","",NA,"","","",NA,"800 SOUTH VICTORIA AVE.","VENTURA","CA",93009,"N078    000037555",38,"2009-04-29","2010-11-10","2009-05-14","2010-03-26","2011-10-14 16:38:47 EDT",2010,2261435,"01001","","3395 E01","O","2009-09-10","2009-10-13","X",NA,700,"2009-10-05","2010-02-26",2,38,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"193",563,312431588,183,950643,NA,"VENTURA COUNTY SHERIFF'S DEPARTMENT","425 DURLEY AVE.","CAMARILLO","CA",93010,"B",0,"N","H",9223,922140,"A","B","","Y","","",NA,"","","",NA,"800 SOUTH VICTORIA AVE.","VENTURA","CA",93009,"N078    000037555",38,"2009-04-29","2010-11-10","2009-05-14","2010-03-26","2011-10-14 16:38:47 EDT",2010,2261434,"01002","","3203 A06    A","O","2009-09-10","2009-10-13","X",NA,700,"2009-10-05","2010-02-26",1,38,"",1,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"194",564,312432321,184,950643,NA,"COUNTY OF SAN LUIS OBISPO DEPT OF GENERAL SERVICES","K ST & 13TH","SAN MIGUEL","CA",93451,"B",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"1087 SANTA ROSA STREET","SAN LUIS OBISPO","CA",93408,"N078    000037747",101,"2009-06-09","2010-08-11","2009-08-28",NA,"2011-10-14 16:38:47 EDT",NA,2261572,"01003","X","3389 A","O","2009-09-25","2009-10-22","",NA,185,"2009-11-02","2010-04-14",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"195",565,312432321,184,950643,NA,"COUNTY OF SAN LUIS OBISPO DEPT OF GENERAL SERVICES","K ST & 13TH","SAN MIGUEL","CA",93451,"B",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"1087 SANTA ROSA STREET","SAN LUIS OBISPO","CA",93408,"N078    000037747",101,"2009-06-09","2010-08-11","2009-08-28",NA,"2011-10-14 16:38:47 EDT",NA,2261574,"01001","","3203 A07","O","2009-09-25","2009-09-30","I",280,280,"","",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"196",566,312432321,184,950643,NA,"COUNTY OF SAN LUIS OBISPO DEPT OF GENERAL SERVICES","K ST & 13TH","SAN MIGUEL","CA",93451,"B",0,"N","S",9223,922140,"A","B","","N","","",NA,"","","",NA,"1087 SANTA ROSA STREET","SAN LUIS OBISPO","CA",93408,"N078    000037747",101,"2009-06-09","2010-08-11","2009-08-28",NA,"2011-10-14 16:38:47 EDT",NA,2261573,"01002","","3395 E01","O","2009-09-25","2009-09-30","I",280,280,"","",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"197",567,312432651,185,950643,NA,"STATE OF CA DEPT OF CORRECTIONS AND REHABILITATION","5016 CALIFORNIA AVE.","BAKERSFIELD","CA",93309,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N078    000037839",4000,"2009-06-30","2010-12-16","2009-06-30","2010-12-15","2011-10-14 16:38:47 EDT",2010,2261631,"01001","","3203 A","S","2009-12-07","2009-12-10","I",560,6750,"2009-12-23","2010-06-23",1,3,"C",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"198",568,312433584,186,950643,NA,"NORTH KERN STATE PRISON","2737 W CECIL AVE","DELANO","CA",93215,"C",0,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"P.O. BOX 5007","DELANO","CA",93215,"N078    000037968",34,"2009-08-20","2010-11-04","2009-12-07","2010-10-20","2011-10-14 16:38:47 EDT",2010,2261787,"01001","","3273 A","O","2009-12-10","2009-12-20","X",675,18000,"2009-12-15","2010-08-23",1,1,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"199",609,312574122,200,950624,NA,"CA DEPARTMENT OF CORRECTIONS & REHABILITATION","23500 KASSON RD","TRACY","CA",95378,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 400","TRACY","CA",95378,"N077    000016633",700,"2009-06-03","2011-06-16","2009-08-05","2011-06-16","2011-10-14 16:38:47 EDT",2011,2292157,"01001","","3203 A04    B","O","2009-10-07","2009-10-22","X",700,1060,"2009-10-19","2011-03-16",1,700,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2011-10-14 16:45:21 EDT"
"200",610,312575830,201,950624,NA,"CA CORRECTIONS MULE CREEK PRISON","4001 HWY 4","IONE","CA",95640,"C",0,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"PO BOX 409099","IONE","CA",95640,"N077    000014777",1000,"2009-09-24","2010-05-06","2009-09-24","2010-03-24","2011-10-14 16:38:47 EDT",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",611,312577562,202,950624,NA,"CA DEPT OF CORRECTIONS MULE CREEK PRISON","4001 HWY 104","IONE","CA",95640,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N077    000020542",500,"2010-04-14","2013-05-21","2010-04-30","2010-05-18","2013-05-23 02:06:01 EDT",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",612,312578644,203,950624,NA,"CA CORRECTIONS DEUEL VOCATIONAL INSTITUTE","600 KASSON RD","TRACY","CA",95376,"B",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 400","TRACY","CA",95378,"N077    000016547",1500,"2010-06-16","2010-08-23","2010-06-16","2010-07-01","2011-10-14 16:38:47 EDT",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",613,312579972,204,950624,NA,"N.A. CHADJERIAN YOUTH CORRECTIONAL FACILITY","7650 S. NEWCASTLE ROAD","STOCKTON","CA",95213,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 213014","STOCKTON","CA",95215,"N077    000020654",285,"2010-08-25","2013-08-15","2010-12-30","2012-04-25","2013-08-17 04:02:56 EDT",2012,2292554,"03001","","3203 A07","O","2010-12-30","2011-01-17","X",375,3375,"2011-01-19","2012-01-03",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-08-17 04:02:58 EDT"
"204",614,312579972,204,950624,NA,"N.A. CHADJERIAN YOUTH CORRECTIONAL FACILITY","7650 S. NEWCASTLE ROAD","STOCKTON","CA",95213,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 213014","STOCKTON","CA",95215,"N077    000020654",285,"2010-08-25","2013-08-15","2010-12-30","2012-04-25","2013-08-17 04:02:56 EDT",2012,2292550,"01001","","14300040 A","O","2010-12-30","2011-01-17","X",500,500,"2011-01-19","2012-01-03",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-08-17 04:02:58 EDT"
"205",615,312579972,204,950624,NA,"N.A. CHADJERIAN YOUTH CORRECTIONAL FACILITY","7650 S. NEWCASTLE ROAD","STOCKTON","CA",95213,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 213014","STOCKTON","CA",95215,"N077    000020654",285,"2010-08-25","2013-08-15","2010-12-30","2012-04-25","2013-08-17 04:02:56 EDT",2012,2292551,"01002","X","14300004 A","O","2010-12-30","2011-01-17","",NA,500,"2011-01-19","2012-01-03",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-08-17 04:02:58 EDT"
"206",616,312579972,204,950624,NA,"N.A. CHADJERIAN YOUTH CORRECTIONAL FACILITY","7650 S. NEWCASTLE ROAD","STOCKTON","CA",95213,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 213014","STOCKTON","CA",95215,"N077    000020654",285,"2010-08-25","2013-08-15","2010-12-30","2012-04-25","2013-08-17 04:02:56 EDT",2012,2292552,"01003","","3364 B","O","2010-12-30","2011-01-17","X",185,185,"2011-01-19","2012-01-03",1,5,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-08-17 04:02:58 EDT"
"207",617,312579972,204,950624,NA,"N.A. CHADJERIAN YOUTH CORRECTIONAL FACILITY","7650 S. NEWCASTLE ROAD","STOCKTON","CA",95213,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 213014","STOCKTON","CA",95215,"N077    000020654",285,"2010-08-25","2013-08-15","2010-12-30","2012-04-25","2013-08-17 04:02:56 EDT",2012,2292553,"02001","","3203 A","O","2010-12-30","2011-01-17","X",375,3375,"2011-01-19","2012-01-03",1,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-08-17 04:02:58 EDT"
"208",618,312580269,205,950624,NA,"CA CORRECTIONS DEUEL VOCATIONAL INSTITUTION","23500 KASSON RD","TRACY","CA",95378,"C",0,"N","H",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N077    000015647",250,"2010-09-29","2012-03-23","2011-03-23","2011-03-23","2012-03-26 01:01:49 EDT",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",619,312580277,206,950624,NA,"CA CORRECTIONS DEUEL VOCATIONAL INSTITUTE","600 KASSON RD","TRACY","CA",95376,"B",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"PO BOX 400","TRACY","CA",95378,"N077    000016547",250,"2010-09-29","2012-03-23","2011-03-17","2011-03-17","2012-03-26 01:01:49 EDT",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",627,312663560,207,950636,NA,"CA CORRECTIONS JUVENILE JUSTICE SO RECEPTION","13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"C",NA,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"N087    000023731",400,"2010-04-23","2018-04-17","2010-09-01","2013-03-27","2018-04-20 01:00:54 EDT",2013,2308301,"01004","","    3270 B","O","2010-09-10","2010-10-13","X",335,335,"","",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2018-04-20 01:02:09 EDT"
"211",628,312663560,207,950636,NA,"CA CORRECTIONS JUVENILE JUSTICE SO RECEPTION","13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"C",NA,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"N087    000023731",400,"2010-04-23","2018-04-17","2010-09-01","2013-03-27","2018-04-20 01:00:54 EDT",2013,2308302,"01002","","    3328 G","O","2010-09-01","2010-10-04","X",335,335,"","",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2018-04-20 01:02:09 EDT"
"212",629,312663560,207,950636,NA,"CA CORRECTIONS JUVENILE JUSTICE SO RECEPTION","13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"C",NA,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"N087    000023731",400,"2010-04-23","2018-04-17","2010-09-01","2013-03-27","2018-04-20 01:00:54 EDT",2013,2308303,"01001","","    3317 A","O","2010-09-01","2010-10-04","X",450,450,"","",1,NA,"",NA,NA,"",312664980,"2011-03-08",1845,NA,NA,"","",NA,"",NA,"2018-04-20 01:02:09 EDT"
"213",630,312663560,207,950636,NA,"CA CORRECTIONS JUVENILE JUSTICE SO RECEPTION","13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"C",NA,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"N087    000023731",400,"2010-04-23","2018-04-17","2010-09-01","2013-03-27","2018-04-20 01:00:54 EDT",2013,2308304,"01003","","    3203 A","O","2010-09-01","2010-10-04","X",450,450,"","",1,NA,"",NA,NA,"",312664980,"2011-03-08",2450,NA,NA,"","",NA,"",NA,"2018-04-20 01:02:09 EDT"
"214",631,312664980,208,950636,NA,"CA CORRECTIONS JUVENILE JUSTICE SO RECEPTION","13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N087    000024056",300,"2010-10-11","2016-05-19","2011-03-08","2011-03-10","2016-06-30 01:10:52 EDT",2011,2308481,"01002","","5142 B02","O","2011-03-08","2011-04-07","X",225,225,"2011-03-30","2011-11-28",1,300,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"215",632,312664980,208,950636,NA,"CA CORRECTIONS JUVENILE JUSTICE SO RECEPTION","13200 S BLOOMFIELD AVE","NORWALK","CA",90650,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N087    000024056",300,"2010-10-11","2016-05-19","2011-03-08","2011-03-10","2016-06-30 01:10:52 EDT",2011,2308480,"01001","","5142 B01","O","2011-03-08","2011-04-07","X",225,225,"2011-03-30","2011-11-28",3,300,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2016-06-30 01:11:27 EDT"
"216",633,312666639,209,950636,NA,"COUNTY OF LA PROBATION DEPT","11234 E VALLEY BLVD 3RD FLOOR","EL MONTE","CA",91731,"B",0,"N","H",9223,922140,"H","B","","Y","","",NA,"","","",NA,"","","",0,"N087    000023661",70,"2011-05-04","2015-08-12","2011-10-13","2011-10-13","2015-08-15 02:26:09 EDT",2011,2308873,"01002","","3362 G","O","2011-10-13","2011-11-15","",1350,1350,"","",1,70,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-08-15 02:26:26 EDT"
"217",634,312666639,209,950636,NA,"COUNTY OF LA PROBATION DEPT","11234 E VALLEY BLVD 3RD FLOOR","EL MONTE","CA",91731,"B",0,"N","H",9223,922140,"H","B","","Y","","",NA,"","","",NA,"","","",0,"N087    000023661",70,"2011-05-04","2015-08-12","2011-10-13","2011-10-13","2015-08-15 02:26:09 EDT",2011,2308874,"01001","","3203 A","O","2011-10-13","2011-11-15","",1350,1350,"","",1,70,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2015-08-15 02:26:26 EDT"
"218",635,312667173,210,950636,NA,"CA CORRECTIONS JUVENILE JUSTICE SO RECEPTION","13200 S BLOOMFIELD","NORWALK","CA",90650,"C",0,"N","S",9223,922140,"B","B","","Y","","",NA,"","","",NA,"","","",0,"N087    000024487",400,"2011-07-08","2013-04-03","2011-11-16","2013-03-28","2013-04-05 02:04:50 EDT",2013,2308982,"01001","","3203 B02","O","2011-11-16","2011-12-19","X",400,400,"","",1,400,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,"",NA,"2013-04-05 02:04:53 EDT"
"219",636,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311124,"01008","","    3329 A","O","2009-04-09","2009-05-27","X",0,185,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
"220",637,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311125,"01009","","    3329 B","O","2009-04-09","2009-05-27","X",300,375,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
"221",638,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311123,"01007","","    3314 J01","O","2009-04-09","2009-05-27","X",0,185,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
"222",639,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311131,"01002","","     342 A","O","2009-04-09","2009-05-27","X",3000,5000,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
"223",640,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311132,"01001","","     340","O","2009-04-09","2009-05-27","X",300,375,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
"224",641,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311133,"01004","","    3272 C","O","2009-04-09","2009-05-27","X",150,185,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
"225",642,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311122,"01006","","    3314 H03","O","2009-04-09","2009-05-27","X",0,185,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
"226",643,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311126,"01010","","    3382 A","O","2009-04-09","2009-05-27","X",150,185,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
"227",644,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311127,"01011","","    3384 A","O","2009-04-09","2009-05-27","X",300,375,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
"228",645,312677263,211,950632,NA,"RJ DONOVAN CORRECTIONAL FACILITY","480 ALTA RD","SAN DIEGO","CA",92179,"C",NA,"N","S",9223,922140,"A","B","","Y","","",NA,"","","",NA,"480 ALTA RD","SAN DIEGO","CA",92179,"N064    000013624",10000,"2009-02-25","2019-02-26","2009-04-09","2019-02-05","2019-03-01 00:20:51 EST",2019,2311128,"01005","","    3314 G02","O","2009-04-09","2009-05-27","X",150,185,"2009-04-24","2009-06-16",1,NA,"",NA,NA,"",NA,"",0,NA,NA,"","",NA,"",NA,"2019-03-01 00:27:20 EST"
